Област;Община;Населено място;Училище;Код по Админ;БЕЛ-уч;бел;МАТ-уч;мат
БЛАГОЕВГРАД;БАНСКО;ГР.БАНСКО;"Средно училище ""Неофит Рилски""";105201;85;59,88;85;30,57
БЛАГОЕВГРАД;БАНСКО;С.ДОБРИНИЩЕ;"Основно училище ""Свети Климент Охридски""";105202;16;62,63;16;34,81
БЛАГОЕВГРАД;БАНСКО;С.МЕСТА;"Основно училище ""Свети свети Кирил и Методий""";102003;10;45,45;10;18,6
БЛАГОЕВГРАД;БЕЛИЦА;ГР.БЕЛИЦА;"Средно училище ""Св.Св.Кирил и Методий""";105001;38;47,93;38;50,33
БЛАГОЕВГРАД;БЕЛИЦА;С.БАБЯК;"Основно училище ""Св.св.Кирил и Методий""";105005;19;45,39;19;48,25
БЛАГОЕВГРАД;БЕЛИЦА;С.ГОРНО КРАИЩЕ;"Основно училище ""Пейо Крачолов Яворов""";105004;21;51,55;21;39,62
БЛАГОЕВГРАД;БЕЛИЦА;С.КРАИЩЕ;"Основно училище ""Св.Паисий Хилендарски""";105003;37;46,61;37;46,92
БЛАГОЕВГРАД;БЛАГОЕВГРАД;ГР.БЛАГОЕВГРАД;"Второ основно училище ""Димитър Благоев""";100020;58;65,76;58;50,1
БЛАГОЕВГРАД;БЛАГОЕВГРАД;ГР.БЛАГОЕВГРАД;"Четвърто основно училище "" Димчо Дебелянов""";100040;37;60,73;37;27,51
БЛАГОЕВГРАД;БЛАГОЕВГРАД;ГР.БЛАГОЕВГРАД;"Седмо средно училище ""Кузман Шапкарев""";100070;122;62,32;121;42,1
БЛАГОЕВГРАД;БЛАГОЕВГРАД;ГР.БЛАГОЕВГРАД;"Единадесето основно училище ""Христо Ботев""";100110;45;54,98;45;28,16
БЛАГОЕВГРАД;БЛАГОЕВГРАД;ГР.БЛАГОЕВГРАД;"Природо-математическа гимназия ""Акад. Сергей Корольов""";100200;28;88,93;28;85,52
БЛАГОЕВГРАД;БЛАГОЕВГРАД;ГР.БЛАГОЕВГРАД;"Средно училище с изучаване на чужди езици ""Свети Климент Охридски""";101250;51;52,05;51;27,77
БЛАГОЕВГРАД;БЛАГОЕВГРАД;ГР.БЛАГОЕВГРАД;"Трето основно училище ""Димитър Талев""";101290;127;72;127;49,28
БЛАГОЕВГРАД;БЛАГОЕВГРАД;ГР.БЛАГОЕВГРАД;"Осмо средно училище ""Арсени Костенцев""";101580;98;59,88;98;36,94
БЛАГОЕВГРАД;БЛАГОЕВГРАД;ГР.БЛАГОЕВГРАД;"Девето основно училище "" Пейо Крачолов Яворов""";101700;10;23,85;12;16,56
БЛАГОЕВГРАД;БЛАГОЕВГРАД;ГР.БЛАГОЕВГРАД;"Средно училище ""Иван Вазов""";101880;60;54,33;60;33,3
БЛАГОЕВГРАД;БЛАГОЕВГРАД;ГР.БЛАГОЕВГРАД;"Пето средно училище ""Георги Измирлиев""";102060;51;60,31;51;33,93
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;ГР.ГОЦЕ ДЕЛЧЕВ;"Природо-математическа гимназия ""Яне Сандански""";102002;26;78,56;26;67,75
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;ГР.ГОЦЕ ДЕЛЧЕВ;"Първо основно училище ""Св. Св. Кирил и Методий""";103402;87;59,21;87;33,23
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;ГР.ГОЦЕ ДЕЛЧЕВ;"Второ основно училище ""Гоце Делчев""";103403;81;59,8;81;29,98
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;ГР.ГОЦЕ ДЕЛЧЕВ;"Трето основно училище ""Братя Миладинови""";103404;32;51,7;32;27,61
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;С.БАНИЧАН;"Основно училище ""Свети Паисий Хилендарски""";103408;6;29,5;6;8,33
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;С.БОРОВО;"Основно училище ""Св. Климент Охридски""";103406;8;48,56;8;21,81
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;С.БРЕЗНИЦА;"Средно училище ""Св. Св. Кирил и Методий""";103401;34;51,53;34;33,01
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;С.БУКОВО;"Основно училище "" Иван Вазов""";103407;17;49,18;17;21,97
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;С.КОРНИЦА;"Oбединено училище ""Св. Паисий Хилендарски""";103410;16;50,28;16;40,52
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;С.ЛЪЖНИЦА;"Обединено училище ""Петър Берон""";103409;20;37,73;20;29,43
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;С.МУСОМИЩА;"Основно училище ""Христо Ботев""";103405;24;50,98;24;31,77
БЛАГОЕВГРАД;ГЪРМЕН;С.ГОРНО ДРЯНОВО;"Основно училище "" Св. Паисий Хилендарски""";103006;13;38,5;13;26,15
БЛАГОЕВГРАД;ГЪРМЕН;С.ГЪРМЕН;"Средно училище ""Св.Св.Кирил и Методий""";101301;19;36,76;18;44,89
БЛАГОЕВГРАД;ГЪРМЕН;С.ДЕБРЕН;"Обединено училище ""Св. Климент Охридски""";103005;38;58,76;38;45,08
БЛАГОЕВГРАД;ГЪРМЕН;С.ДОЛНО ДРЯНОВО;"Обединено училище ""Христо Ботев""";103008;23;60;23;40,35
БЛАГОЕВГРАД;ГЪРМЕН;С.ДЪБНИЦА;"Обединено училище ""Христо Ботев""";103019;16;43,94;16;35,47
БЛАГОЕВГРАД;ГЪРМЕН;С.ОГНЯНОВО;"Основно училище ""Пейо Крачолов Яворов""";103004;23;57,13;23;49,25
БЛАГОЕВГРАД;ГЪРМЕН;С.РИБНОВО;"Средно училище ""Йордан Йовков""";103002;51;42,43;52;38,38
БЛАГОЕВГРАД;ГЪРМЕН;С.ХВОСТЯНЕ;"Основно училище""Димитър Талев""";103009;10;30,35;10;12,4
БЛАГОЕВГРАД;КРЕСНА;ГР.КРЕСНА;"Средно училище ""Св.Паисий Хилендарски""";105101;34;50,9;34;19,42
БЛАГОЕВГРАД;ПЕТРИЧ;ГР.ПЕТРИЧ;"Средно училище ""Никола Йонков Вапцаров""";103310;81;56,15;81;28,94
БЛАГОЕВГРАД;ПЕТРИЧ;ГР.ПЕТРИЧ;"Средно училище ""Антон Попов""";104002;18;36,53;18;21,32
БЛАГОЕВГРАД;ПЕТРИЧ;ГР.ПЕТРИЧ;"Първо основно училище ""Кочо Мавродиев""";104006;45;42,16;45;28,47
БЛАГОЕВГРАД;ПЕТРИЧ;ГР.ПЕТРИЧ;"Трето основно училище ""Гоце Делчев""";104007;70;58,02;70;33,56
БЛАГОЕВГРАД;ПЕТРИЧ;ГР.ПЕТРИЧ;"Четвърто основно училище""Христо Смирненски""";104008;46;57,8;46;31,11
БЛАГОЕВГРАД;ПЕТРИЧ;С.БЕЛАСИЦА;"Основно училище ""Христо Ботев""";104022;9;45,61;9;23,69
БЛАГОЕВГРАД;ПЕТРИЧ;С.КАВРАКИРОВО;"Основно училище ""Св.Св. Кирил и Методий""";104024;16;34,5;16;16,58
БЛАГОЕВГРАД;ПЕТРИЧ;С.КОЛАРОВО;"Средно училище ""Васил Левски""";104003;29;46,9;29;38,58
БЛАГОЕВГРАД;ПЕТРИЧ;С.КЪРНАЛОВО;"Осноно училище ""Братя Миладинови""";104025;10;46,95;10;14
БЛАГОЕВГРАД;ПЕТРИЧ;С.МАРИКОСТИНОВО;"Основно училище ""Св. Св. Кирил и Методий""";104018;17;57,65;17;31,63
БЛАГОЕВГРАД;ПЕТРИЧ;С.ПЪРВОМАЙ;"Средно училище ""Св.Паисий Хилендарски""";104004;34;52,71;34;32,23
БЛАГОЕВГРАД;ПЕТРИЧ;С.РУПИТЕ;"Основно училище ""Св.Св. Кирил и Методий""";104017;13;36,04;13;19,33
БЛАГОЕВГРАД;ПЕТРИЧ;С.СКРЪТ;"Основно училище ""Пейо Крачолов Яворов""";104005;15;69,07;15;36,18
БЛАГОЕВГРАД;РАЗЛОГ;ГР.РАЗЛОГ;"Средно училище ""Братя Петър и Иван Каназиреви""";103501;59;48,39;59;33,02
БЛАГОЕВГРАД;РАЗЛОГ;ГР.РАЗЛОГ;"Основно училище ""Никола Парапунов""";103502;84;49,86;84;28,78
БЛАГОЕВГРАД;РАЗЛОГ;С.БАНЯ;"Основно училище""Св. Паисий Хилендарски""";103503;35;40,71;34;22,45
БЛАГОЕВГРАД;РАЗЛОГ;С.БАЧЕВО;"Основно училище ""Св. Св. Кирил и Методий""";103504;9;32,11;9;24,56
БЛАГОЕВГРАД;РАЗЛОГ;С.ЕЛЕШНИЦА;"Основно училище""Братя Миладинови""";103508;14;44,71;13;28,17
БЛАГОЕВГРАД;САНДАНСКИ;ГР.САНДАНСКИ;"Второ основно училище ""Христо Смирненски""";102606;75;50,3;76;34,36
БЛАГОЕВГРАД;САНДАНСКИ;ГР.САНДАНСКИ;"Първо основно училище ""Свети Климент Охридски""";104104;53;59,78;53;38,67
БЛАГОЕВГРАД;САНДАНСКИ;ГР.САНДАНСКИ;"Трето основно училище ""Христо Ботев""";104106;128;59,07;128;32,9
БЛАГОЕВГРАД;САНДАНСКИ;ГР.САНДАНСКИ;"Четвърто основно училище "" Св. Св. Козма и Дамян """;104107;38;49,07;38;23,2
БЛАГОЕВГРАД;САНДАНСКИ;ГР.САНДАНСКИ;Спортно училище;109185;26;37,46;26;14,55
БЛАГОЕВГРАД;САНДАНСКИ;С.ДАМЯНИЦА;"Основно училище ""Св.СвКирил и Методий""";104113;13;44,65;13;17,75
БЛАГОЕВГРАД;САНДАНСКИ;С.КАТУНЦИ;"Основно училище""Христо Ботев""";104116;4;56,63;4;43,13
БЛАГОЕВГРАД;САНДАНСКИ;С.СКЛАВЕ;"Основно училище ""Братя Миладинови""";104111;14;24,89;13;12,98
БЛАГОЕВГРАД;САТОВЧА;С.ВАКЛИНОВО;"Основно училище ""Стефка Събчева""";109057;9;47,28;9;51,25
БЛАГОЕВГРАД;САТОВЧА;С.ВЪЛКОСЕЛ;"Средно училище ""Христо Ботев""";109030;28;50,14;29;30,17
БЛАГОЕВГРАД;САТОВЧА;С.ГОДЕШЕВО;"Основно училище ""Братя Миладинови""";109038;7;53,14;7;18,64
БЛАГОЕВГРАД;САТОВЧА;С.ДОЛЕН;"Основно училище "" Св. Св. Кирил и Методий""";109068;4;23,75;4;9,75
БЛАГОЕВГРАД;САТОВЧА;С.КОЧАН;"Средно училище ""Христо Смирненски""";109055;26;52,13;26;34,03
БЛАГОЕВГРАД;САТОВЧА;С.КРИБУЛ;"Основно училище ""Светлина""";109051;6;47,75;6;13,67
БЛАГОЕВГРАД;САТОВЧА;С.ПЛЕТЕНА;"Обединено училище ""Св. Св. Кирил и Методий""";109054;19;47,84;19;31,49
БЛАГОЕВГРАД;САТОВЧА;С.САТОВЧА;"Средно училище ""Св. Св. Кирил и Методий""";109050;18;56,39;18;26,64
БЛАГОЕВГРАД;САТОВЧА;С.СЛАЩЕН;"Средно училище ""Свети Климент Охридски""";109037;17;50,94;17;34,78
БЛАГОЕВГРАД;САТОВЧА;С.ТУХОВИЩА;"Основно училище ""Св.св.Кирил и Методий""";109039;4;60,25;4;41,06
БЛАГОЕВГРАД;СИМИТЛИ;ГР.СИМИТЛИ;"Средно училище ""Св. Св. Кирил и Методий""";103133;71;47,62;71;25,16
БЛАГОЕВГРАД;СИМИТЛИ;С.ДОЛНО ОСЕНОВО;"Обединено училище ""Св.Паисий Хилендарски""";109107;24;51,31;24;14,67
БЛАГОЕВГРАД;СИМИТЛИ;С.КРУПНИК;"Средно училище ""Св.св.Кирил и Методий""";109102;20;35,58;19;19,87
БЛАГОЕВГРАД;СТРУМЯНИ;С.МИКРЕВО;"Средно училище ""Св. Паисий Хилендарски""";108100;25;20,26;26;11,27
БЛАГОЕВГРАД;ХАДЖИДИМОВО;ГР.ХАДЖИДИМОВО;"Средно училище ""Никола Йонков Вапцаров""";108001;29;57,31;29;36,49
БЛАГОЕВГРАД;ХАДЖИДИМОВО;С.АБЛАНИЦА;"Средно училище Св. Паисий Хилендарски""";108004;29;58,57;29;28,67
БЛАГОЕВГРАД;ХАДЖИДИМОВО;С.БЕСЛЕН;"Основно училище ""Гоце Делчев""";108007;13;47,58;13;24,83
БЛАГОЕВГРАД;ХАДЖИДИМОВО;С.БЛАТСКА;"Основно училище "" Св. Св. Кирил и Методий""";108006;8;19;8;12,19
БЛАГОЕВГРАД;ХАДЖИДИМОВО;С.КОПРИВЛЕН;"Основно училище ""Никола Й. Вапцаров";108003;6;51;6;33,63
БЛАГОЕВГРАД;ЯКОРУДА;ГР.ЯКОРУДА;"Средно училище ""Свети Свети Кирил и Методий""";107090;61;39,45;61;25,47
БЛАГОЕВГРАД;ЯКОРУДА;С.БЕЛ КАМЕН;"Основно училище ""Неофит Рилски""";107020;6;55,75;6;30,67
БЛАГОЕВГРАД;ЯКОРУДА;С.КОНАРСКО;"Обединено училище ""Братя Миладинови""";107092;22;33,14;22;30,1
БЛАГОЕВГРАД;ЯКОРУДА;С.СМОЛЕВО;"Обединено училище ""Гоце Делчев """;107021;9;59,33;9;51,19
БЛАГОЕВГРАД;ЯКОРУДА;С.ЮРУКОВО;"Обединено училище""Васил Левски""";107094;16;56,09;16;25,8
БУРГАС;АЙТОС;ГР.АЙТОС;"Основно училище ""Атанас Манчев""";200104;35;12,74;34;10,06
БУРГАС;АЙТОС;ГР.АЙТОС;"Средно училище ""Христо Ботев""";200112;110;55,32;110;34,33
БУРГАС;АЙТОС;ГР.АЙТОС;"Средно училище ""Никола Йонков Вапцаров""";200113;73;46,97;73;30,01
БУРГАС;АЙТОС;С.КАРАГЕОРГИЕВО;"Основно училище ""Св.Св.Кирил и Методий""";200105;16;42,22;14;51,02
БУРГАС;АЙТОС;С.МЪГЛЕН;"Основно училище ""Христо Ботев""";200107;19;33,37;19;20,45
БУРГАС;АЙТОС;С.ПИРНЕ;"Основно училище ""Христо Ботев""";200109;24;47,9;24;38,65
БУРГАС;АЙТОС;С.ТОПОЛИЦА;"Основно училище ""Светлина""";200110;9;48,33;10;19,35
БУРГАС;БУРГАС;ГР.БУРГАС;"Частно основно училище ""Д-р Мария Монтесори""";200203;3;65,5;3;40,67
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Петко Рачев Славейков""";200205;79;69,09;79;52
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Свети княз Борис І""";200206;95;68,47;95;41,8
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Любен Каравелов""";200207;75;68,44;75;41,43
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Найден Геров""";200208;72;61,62;71;39,18
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Антон Страшимиров""";200209;155;70,95;155;48,75
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Свети Климент Охридски""";200210;95;71,06;95;40,89
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Георги Бенковски""";200211;66;62,36;67;38,65
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Пейо Крачолов Яворов""";200212;99;63,59;99;43,95
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Васил Априлов""";200213;108;70,83;108;56,56
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Братя Миладинови""";200214;191;69,23;191;52,1
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Елин Пелин""";200215;146;64,8;146;47,21
БУРГАС;БУРГАС;ГР.БУРГАС;"Обединено училище ""Васил Левски"" - кв. Горно Езерово";200216;44;20,8;40;22,8
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Христо Ботев"" - кв. Сарафово";200217;25;65;25;37,64
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Христо Ботев"" - кв. Победа";200218;54;8,94;50;10,72
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище "" Христо Ботев"" - кв. Долно Езерово";200219;24;45,54;24;19,3
БУРГАС;БУРГАС;ГР.БУРГАС;"Средно училище ""Христо Ботев"" - кв. Черно море";200221;11;34,86;11;15,43
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Иван Вазов"" - кв. Банево";200222;15;40,97;15;32,78
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище "" Христо Ботев"" - кв. Ветрен";200223;23;50,54;23;35,61
БУРГАС;БУРГАС;ГР.БУРГАС;"Обединено училище ""Св. Климент Охридски"" - кв. Рудник";200226;13;15,5;14;7,43
БУРГАС;БУРГАС;ГР.БУРГАС;"Средно училище ""Иван Вазов""";200227;21;44,69;21;17,08
БУРГАС;БУРГАС;ГР.БУРГАС;"Средно училище "" Йордан Йовков""";200228;47;67,35;47;48,96
БУРГАС;БУРГАС;ГР.БУРГАС;"Средно училище ""Епископ Константин Преславски""";200229;105;62,56;105;37,14
БУРГАС;БУРГАС;ГР.БУРГАС;"Средно училище ""Димчо Дебелянов""";200230;58;67,73;58;51,39
БУРГАС;БУРГАС;ГР.БУРГАС;"Средно училище Добри Чинтулов""";200231;27;58,89;27;30,85
БУРГАС;БУРГАС;ГР.БУРГАС;"Средно училище ""Константин Петканов""";200232;58;49,41;57;25,08
БУРГАС;БУРГАС;ГР.БУРГАС;"Средно училище ""Петко Росен""";200233;82;51,3;83;30,23
БУРГАС;БУРГАС;ГР.БУРГАС;"Средно училище ""Св. св. Кирил и Методий""";200234;132;64,61;132;46,45
БУРГАС;БУРГАС;ГР.БУРГАС;"Профилирана природоматематическа гимназия ""Академик Никола Обрешков""";200239;79;87,58;79;92,71
БУРГАС;БУРГАС;ГР.БУРГАС;"Спортно училище ""Юрий Гагарин""";200240;45;39,38;46;18,37
БУРГАС;БУРГАС;ГР.БУРГАС;"Основно училище ""Александър Георгиев-Коджакафалията""";200241;51;80,79;51;65,94
БУРГАС;БУРГАС;ГР.БУРГАС;Първо частно основно училище;200259;22;84,23;22;76,2
БУРГАС;БУРГАС;ГР.БУРГАС;"Национално училище за музикално и сценично изкуство "" Проф. Панчо Владигеров""";2902103;40;70,85;40;40,66
БУРГАС;БУРГАС;ГР.БЪЛГАРОВО;"Основно училище ""Васил Левски""";200220;10;44,9;10;27,55
БУРГАС;БУРГАС;С.МАРИНКА;"Основно училище ""Христо Ботев""";200224;15;43,33;14;23,13
БУРГАС;БУРГАС;С.РАВНЕЦ;"Основно училище ""Св. Св. Кирил и Методий""";200225;13;31,19;13;11,67
БУРГАС;КАМЕНО;ГР.КАМЕНО;"Средно училище ""Христо Ботев""";200308;31;41,47;29;22,28
БУРГАС;КАМЕНО;С.РУСОКАСТРО;"Основно училище "" Иван Вазов""";200304;17;36,94;17;14,9
БУРГАС;КАМЕНО;С.ТРОЯНОВО;"Основно училище "" Христо Ботев""";200306;11;38,86;11;10,43
БУРГАС;КАРНОБАТ;ГР.КАРНОБАТ;"Основно училище ""Христо Смирненски""";200404;44;39,66;45;35,9
БУРГАС;КАРНОБАТ;ГР.КАРНОБАТ;"Основно училище ""Петко Рачев Славейков""";200405;19;12,39;19;38,95
БУРГАС;КАРНОБАТ;ГР.КАРНОБАТ;"Средно училище ""Св.Св.Кирил и Методий""";200411;51;49,76;50;23,4
БУРГАС;КАРНОБАТ;ГР.КАРНОБАТ;"Средно училище ""Христо Ботев""";200412;59;51,45;59;27,2
БУРГАС;КАРНОБАТ;С.ЕКЗАРХ АНТИМОВО;"Основно училище""Христо Ботев""";200406;18;24,72;18;23,39
БУРГАС;КАРНОБАТ;С.КЛИКАЧ;Основно училище Христо Ботев;200408;7;34;7;21,29
БУРГАС;МАЛКО ТЪРНОВО;ГР.МАЛКО ТЪРНОВО;"Средно училище""Васил Левски""";200503;19;28,24;19;17,21
БУРГАС;НЕСЕБЪР;ГР.НЕСЕБЪР;"Средно училище ""Любен Каравелов""";200608;120;60;119;37,12
БУРГАС;НЕСЕБЪР;ГР.ОБЗОР;"Обединено училище ""Св.Св.Кирил и Методий""";200601;16;58,38;16;27,73
БУРГАС;НЕСЕБЪР;С.ГЮЛЬОВЦА;"Основно училище "" Св. Св. Кирил и Методий """;200602;5;46,2;5;25,75
БУРГАС;НЕСЕБЪР;С.КОШАРИЦА;"ОСНОВНО УЧИЛИЩЕ ""СВЕТИ ИВАН РИЛСКИ""";200603;12;43;12;35,23
БУРГАС;НЕСЕБЪР;С.ОРИЗАРЕ;"Основно училище ""Георги Стойков Раковски""";200604;14;32,96;14;7,71
БУРГАС;НЕСЕБЪР;С.РАВДА;"Основно училище "" Св. св. Кирил и Методий """;200605;20;58,75;20;34,08
БУРГАС;НЕСЕБЪР;С.СВЕТИ ВЛАС;"Основно училище ""Свети свети Кирил и Методий""";200606;38;75,5;38;40,92
БУРГАС;НЕСЕБЪР;С.ТЪНКОВО;"Основно училище "" Васил Левски """;200607;9;17,44;9;11
БУРГАС;ПОМОРИЕ;ГР.КАБЛЕШКОВО;"ОУ ""Св. П. Хилендарски""";200702;24;46,1;24;26,78
БУРГАС;ПОМОРИЕ;ГР.ПОМОРИЕ;"Основно училище ""Христо Ботев""";200703;33;36,61;33;18,45
БУРГАС;ПОМОРИЕ;ГР.ПОМОРИЕ;"Средно училище ""Иван Вазов""";200711;77;60,4;77;35,03
БУРГАС;ПОМОРИЕ;С.АХЕЛОЙ;"Основно училище "" Христо Ботев """;200704;29;61,28;30;43,02
БУРГАС;ПОМОРИЕ;С.БАТА;"Основно училище ""Христо Ботев """;200705;21;25,48;18;16,33
БУРГАС;ПОМОРИЕ;С.ГОРИЦА;"Основно училище ""Христо Ботев""";200706;7;30,57;7;21,43
БУРГАС;ПОМОРИЕ;С.ГЪЛЪБЕЦ;"Основно училище ""Георги Стойков Раковски""";200707;17;52,59;17;24,44
БУРГАС;ПОМОРИЕ;С.ДЪБНИК;"Основно училище "" Елин Пелин""";200708;2;32,25;2;4
БУРГАС;ПОМОРИЕ;С.ПОРОЙ;"Основно училище ""Свети свети Кирил и Методий""";200709;6;37,08;6;20,92
БУРГАС;ПОМОРИЕ;С.СТРАЦИН;"Основно училище ""Отец Паисий""";200710;12;32,25;12;20,73
БУРГАС;ПРИМОРСКО;ГР.ПРИМОРСКО;"Средно училище ""Никола Йонков Вапцаров""";200803;32;54,78;32;33,37
БУРГАС;ПРИМОРСКО;С.НОВО ПАНИЧАРЕВО;"Основно Училище ""Христо Ботев""";200801;7;14,79;7;14,29
БУРГАС;РУЕН;С.ВРЕСОВО;"Основно училище ""Д-р Петър Берон""";200907;7;21,43;7;21,46
БУРГАС;РУЕН;С.ДОБРА ПОЛЯНА;"Основно училище "" Св. Св. Кирил и Методий""";200908;15;51,17;15;26,5
БУРГАС;РУЕН;С.ДЪСКОТНА;"Основно училище ""Климент Охридски""";200910;17;42,47;17;29,03
БУРГАС;РУЕН;С.ЗАЙЧАР;"Основно училище ""Никола Йонков Вапцаров""";200912;12;34,96;12;21,04
БУРГАС;РУЕН;С.ЛЮЛЯКОВО;"Средно Училище "" Отец Паисий""";200931;25;49,68;25;46,54
БУРГАС;РУЕН;С.ПЛАНИНИЦА;"Основно училище ""Никола Йонков Вапцаров""";200915;11;28,09;11;41,07
БУРГАС;РУЕН;С.ПРОСЕНИК;"Обединено училище ""Св. Св. Кирил и Методий""";200918;10;46,3;10;26,2
БУРГАС;РУЕН;С.РАЗБОЙНА;"Основно Училище ""Д-р Петър Берон""";200919;5;36,1;5;26,2
БУРГАС;РУЕН;С.РЕЧИЦА;"Основно училище ""Антон Симеонович Макаренко""";200920;11;46,77;11;27,84
БУРГАС;РУЕН;С.РУЕН;"Средно училище ""Елин Пелин""";200932;44;27,69;43;17,02
БУРГАС;РУЕН;С.РЪЖИЦА;"Основно училище ""Иван Вазов""";200922;18;31,67;18;37,88
БУРГАС;РУЕН;С.СИНИ РИД;"Основно училище ""Реджеб Кюпчу""";200923;8;31,63;8;13,25
БУРГАС;РУЕН;С.СКАЛАК;"Основно училище "" Йордан Йовков""";200924;4;41,25;4;37,06
БУРГАС;РУЕН;С.СНЯГОВО;"Основно училище "" Димчо Дебелянов""";200926;12;39,88;12;67,29
БУРГАС;РУЕН;С.СТРУЯ;"Основно училище ""Иван Вазов""";200927;5;33,4;5;13,2
БУРГАС;РУЕН;С.ТОПЧИЙСКО;"Основно училище "" Реджеб Кюпчю""";200928;27;48;27;43,58
БУРГАС;РУЕН;С.ТРЪНАК;"Средно училище "" Димитър Полянов""";200929;19;34,95;19;32,92
БУРГАС;РУЕН;С.ЧЕРЕША;"Основно училище ""Христо Ботев""";200930;8;47,38;8;36,59
БУРГАС;СОЗОПОЛ;ГР.СОЗОПОЛ;"Средно училище ""Св. св. Кирил и Методий""";201009;18;44,89;18;24,14
БУРГАС;СОЗОПОЛ;С.ЗИДАРОВО;"Основно училище ""Христо Ботев""";201003;14;30,68;14;10,29
БУРГАС;СОЗОПОЛ;С.КРУШЕВЕЦ;"Основно училище ""Пейо Крачолов Яворов""";201005;4;31,75;4;12,25
БУРГАС;СОЗОПОЛ;С.РАВНА ГОРА;"Основно училище ""Отец Паисий""";201006;9;33;9;10,81
БУРГАС;СОЗОПОЛ;С.РОСЕН;"Обединено училище ""Христо Ботев""";201007;11;48,77;11;12
БУРГАС;СОЗОПОЛ;С.ЧЕРНОМОРЕЦ;"Основно училище ""Христо Ботев""";201008;13;54,35;13;35,02
БУРГАС;СРЕДЕЦ;ГР.СРЕДЕЦ;"Средно училище ""Свети Свети Кирил и Методий""";201104;86;38,57;86;18,76
БУРГАС;СРЕДЕЦ;С.ДЕБЕЛТ;"Основно училище ""Антон Страшимиров""";201101;17;29,65;17;18,03
БУРГАС;СРЕДЕЦ;С.ЗАГОРЦИ;"Основно училище ""Св. Св. Кирил и Методий""";201102;17;19,85;17;13,24
БУРГАС;СРЕДЕЦ;С.ФАКИЯ;"Основно училище""Никола Йонков Вапцаров""";201103;7;29,86;7;31,57
БУРГАС;СУНГУРЛАРЕ;ГР.СУНГУРЛАРЕ;"Средно училище ""Христо Ботев""";201212;48;28,06;48;15,68
БУРГАС;СУНГУРЛАРЕ;С.ГРОЗДЕН;"Основно училище ""Св.св.Кирил и Методий""";201206;8;22,5;8;27,75
БУРГАС;СУНГУРЛАРЕ;С.ЛОЗАРЕВО;"Основно училище ""Христо Ботев""";201207;13;38,54;13;13,38
БУРГАС;СУНГУРЛАРЕ;С.ПРИЛЕП;"Основно училище ""Васил Левски""";201209;2;29,75;2;30,5
БУРГАС;СУНГУРЛАРЕ;С.СЪЕДИНЕНИЕ;"Основно училище ""Отец Паисий""";201211;14;32,21;14;19,13
БУРГАС;ЦАРЕВО;ГР.АХТОПОЛ;"Основно училище""Св.Св.Кирил и Методий""";201304;10;35,35;10;14,98
БУРГАС;ЦАРЕВО;ГР.ЦАРЕВО;"Средно училище ""Никола Йонков Вапцаров""";201305;55;58,74;55;27,13
ВАРНА;АВРЕН;С.АВРЕН;"Основно училище ""Христо Ботев""";400079;7;33,5;7;13,11
ВАРНА;АВРЕН;С.АВРЕН;"Частно средно училище ""Юрий Гагарин""";403559;15;68,87;15;50,35
ВАРНА;АВРЕН;С.ДЪБРАВИНО;"Основно училище ""Свети Климент Охридски""";400081;11;21,68;11;10,84
ВАРНА;АВРЕН;С.ПРИСЕЛЦИ;"Основно училище ""Д-р Петър Берон""";400083;22;42,02;22;22,53
ВАРНА;АВРЕН;С.СИНДЕЛ;"Средно училище ""Св. Св. Кирил и Методий""";400084;9;16,94;9;11
ВАРНА;АВРЕН;С.ТРЪСТИКОВО;"Основно училище ""Свети Свети Кирил и Методий""";400085;6;29,17;6;16,5
